Animal ID,Length(cm),Developmental Stage,Sex,Vertebra,Region,Orientation,Spinous Process Length (mm),Right Transverse Process Length (mm),Left Transverse Process Length (mm),Average Transverse Process Length (mm),Sample #,Yield Strain,Yield Strength,Stiffness,Toughness
MEC16019,250,subadult,F,L2,L,DV,45.62,94.74,98.91,96.825,4,0.1262,11.53822,168.54053,0.728061682
MEC16019,250,subadult,F,L2,L,DV,45.62,94.74,98.91,96.825,5,0.10431,12.10901,200.78654,0.631545417
MEC16019,250,subadult,F,Ca3,Ca1,DV,35.11,102.85,102.9,102.875,1,0.11896,10.16963,122.09927,0.604889592
MEC16019,250,subadult,F,Ca3,Ca1,DV,35.11,102.85,102.9,102.875,2,0.18788,10.65129,88.63261,1.000582183
MEC16019,250,subadult,F,Ca3,Ca1,DV,35.11,102.85,102.9,102.875,3,0.16809,10.17407,105.2304,0.855079713
MEC16019,250,subadult,F,Ca3,Ca1,DV,35.11,102.85,102.9,102.875,4,0.20571,15.87218,150.4162,1.632533074
MEC16019,250,subadult,F,Ca3,Ca1,DV,35.11,102.85,102.9,102.875,5,0.10445,12.0334,165.85219,0.628444315
MEC16019,250,subadult,F,Ca7,Ca2,DV,18.67,87.4,83.42,85.41,1,0.11947,12.06709,184.15993,0.720827621
MEC16019,250,subadult,F,Ca7,Ca2,DV,18.67,87.4,83.42,85.41,2,0.17193,13.22532,126.63371,1.136914634
MEC16019,250,subadult,F,Ca7,Ca2,DV,18.67,87.4,83.42,85.41,3,0.10931,10.85249,182.07775,0.593142841
MEC16019,250,subadult,F,Ca7,Ca2,DV,18.67,87.4,83.42,85.41,4,0.11201,12.69329,206.87032,0.710887706
MEC16019,250,subadult,F,Ca7,Ca2,DV,18.67,87.4,83.42,85.41,5,0.14214,11.07498,119.24468,0.787098829
MNW16018,245,subadult,M,T9,T,DV,57.94,32.07,33.64,32.855,1,0.09767,3.07477,47.11818,0.150156393
MNW16018,245,subadult,M,T9,T,DV,57.94,32.07,33.64,32.855,2,0.11442,4.98384,87.46697,0.285125486
MNW16018,245,subadult,M,T9,T,DV,57.94,32.07,33.64,32.855,3,0.12955,11.27222,221.64456,0.730158051
MNW16018,245,subadult,M,T9,T,DV,57.94,32.07,33.64,32.855,4,0.15342,4.59737,49.13277,0.352664253
MNW16018,245,subadult,M,T9,T,DV,57.94,32.07,33.64,32.855,5,0.15433,7.63475,77.85841,0.589135484
MNW16018,245,subadult,M,L2,L,DV,45.8,96.87,95.93,96.4,1,0.1997,3.51128,27.24057,0.350601308
MNW16018,245,subadult,M,L2,L,DV,45.8,96.87,95.93,96.4,2,0.22166,3.74089,30.83404,0.414602839
MNW16018,245,subadult,M,L2,L,DV,45.8,96.87,95.93,96.4,3,0.08912,6.48445,70.50316,0.288947092
MNW16018,245,subadult,M,L2,L,DV,45.8,96.87,95.93,96.4,4,0.1094,3.13587,42.71382,0.171532089
MNW16018,245,subadult,M,L2,L,DV,45.8,96.87,95.93,96.4,5,0.14983,3.36705,38.77702,0.252242551
MNW16018,245,subadult,M,Ca3,Ca1,DV,35.46,96.7,94.63,95.665,1,0.15498,5.61703,111.61567,0.435263655
MNW16018,245,subadult,M,Ca3,Ca1,DV,35.46,96.7,94.63,95.665,2,0.12483,5.10372,63.83805,0.318548684
MNW16018,245,subadult,M,Ca3,Ca1,DV,35.46,96.7,94.63,95.665,3,0.11366,6.36748,84.65369,0.361863888
MNW16018,245,subadult,M,Ca3,Ca1,DV,35.46,96.7,94.63,95.665,4,0.12378,6.39092,99.44785,0.395534039
MNW16018,245,subadult,M,Ca3,Ca1,DV,35.46,96.7,94.63,95.665,5,0.12562,6.08301,84.93136,0.382073858
MNW16018,245,subadult,M,Ca7,Ca2,DV,22.58,84.14,89.87,87.005,1,0.12295,7.44809,99.07529,0.457871333
MNW16018,245,subadult,M,Ca7,Ca2,DV,22.58,84.14,89.87,87.005,2,0.09418,6.92179,126.22993,0.325947091
MNW16018,245,subadult,M,Ca7,Ca2,DV,22.58,84.14,89.87,87.005,3,0.09045,7.52444,143.12523,0.340292799
MNW16018,245,subadult,M,Ca7,Ca2,DV,22.58,84.14,89.87,87.005,4,0.11976,6.35127,90.43396,0.380314048
MNW16018,245,subadult,M,Ca7,Ca2,DV,22.58,84.14,89.87,87.005,5,0.13385,6.68104,101.18189,0.447128602
MEC16022,243,subadult,F,T9,T,DV,59.96,56.37,56.39,56.38,1,0.1027,7.48396,140.2107,0.384301346
MEC16022,243,subadult,F,T9,T,DV,59.96,56.37,56.39,56.38,2,0.07581,7.96516,150.55793,0.30191939
MEC16022,243,subadult,F,T9,T,DV,59.96,56.37,56.39,56.38,3,0.11024,9.49641,154.33823,0.523442119
MEC16022,243,subadult,F,T9,T,DV,59.96,56.37,56.39,56.38,4,0.08287,8.29376,159.97353,0.343651946
MEC16022,243,subadult,F,T9,T,DV,59.96,56.37,56.39,56.38,5,0.08903,7.8979,146.43884,0.351575019
MEC16022,243,subadult,F,L2,L,DV,47.77,97.14,95.24,96.19,1,0.11385,10.56373,159.39463,0.60134033
MEC16022,243,subadult,F,L2,L,DV,47.77,97.14,95.24,96.19,2,0.13075,11.47689,157.66154,0.750301684
MEC16022,243,subadult,F,L2,L,DV,47.77,97.14,95.24,96.19,3,0.11696,8.90435,134.91022,0.520726388
MEC16022,243,subadult,F,L2,L,DV,47.77,97.14,95.24,96.19,4,0.12086,7.85426,105.71028,0.474632932
MEC16022,243,subadult,F,L2,L,DV,47.77,97.14,95.24,96.19,5,0.14017,10.50142,154.86953,0.735992021
MEC16022,243,subadult,F,Ca3,Ca1,DV,32.6,90.74,89.59,90.165,1,0.08373,8.97607,192.36333,0.375783171
MEC16022,243,subadult,F,Ca3,Ca1,DV,32.6,90.74,89.59,90.165,2,0.08699,6.25192,124.89003,0.27192726
MEC16022,243,subadult,F,Ca3,Ca1,DV,32.6,90.74,89.59,90.165,3,0.11747,6.18546,104.20293,0.363302993
MEC16022,243,subadult,F,Ca3,Ca1,DV,32.6,90.74,89.59,90.165,4,0.12313,7.41496,124.27147,0.456502012
MEC16022,243,subadult,F,Ca3,Ca1,DV,32.6,90.74,89.59,90.165,5,0.13764,5.61827,74.82775,0.386649341
MEC16022,243,subadult,F,Ca7,Ca2,DV,21.84,74.76,72.68,73.72,1,0.11817,10.06193,155.42633,0.594509134
MEC16022,243,subadult,F,Ca7,Ca2,DV,21.84,74.76,72.68,73.72,2,0.10431,13.76718,229.83679,0.718027273
MEC16022,243,subadult,F,Ca7,Ca2,DV,21.84,74.76,72.68,73.72,3,0.11493,10.92035,163.6887,0.627537913
MEC16022,243,subadult,F,Ca7,Ca2,DV,21.84,74.76,72.68,73.72,4,0.1468,12.27352,158.30814,0.900876368
MEC16022,243,subadult,F,Ca7,Ca2,DV,21.84,74.76,72.68,73.72,5,0.10174,10.80966,174.63838,0.549887404
LPZ103313,256,subadult,M,T9,T,DV,56.7,35.52,30.63,33.075,1,0.12346,8.08115,89.1343,0.49884939
LPZ103313,256,subadult,M,T9,T,DV,56.7,35.52,30.63,33.075,2,0.09338,6.31949,114.59718,0.295056988
LPZ103313,256,subadult,M,T9,T,DV,56.7,35.52,30.63,33.075,3,0.1435,9.18695,138.18939,0.659163663
LPZ103313,256,subadult,M,T9,T,DV,56.7,35.52,30.63,33.075,4,0.08715,6.63144,125.73546,0.288964998
LPZ103313,256,subadult,M,T9,T,DV,56.7,35.52,30.63,33.075,5,0.09942,5.76346,83.99303,0.286501597
LPZ103313,256,subadult,M,L2,L,DV,48.08,120.09,122.35,121.22,1,0.13036,4.71418,79.13927,0.307270252
LPZ103313,256,subadult,M,L2,L,DV,48.08,120.09,122.35,121.22,2,0.12044,3.56746,55.56404,0.214832441
LPZ103313,256,subadult,M,L2,L,DV,48.08,120.09,122.35,121.22,3,0.12794,5.0703,55.23739,0.324347091
LPZ103313,256,subadult,M,L2,L,DV,48.08,120.09,122.35,121.22,4,0.10409,4.666604,73.6704,0.242873405
LPZ103313,256,subadult,M,L2,L,DV,48.08,120.09,122.35,121.22,5,0.12196,6.41851,92.15602,0.39140074
LPZ103313,256,subadult,M,Ca3,Ca1,DV,34.92,110.03,114.87,112.45,1,0.15801,12.78706,129.78351,1.010241675
LPZ103313,256,subadult,M,Ca3,Ca1,DV,34.92,110.03,114.87,112.45,2,0.13235,12.00493,155.69333,0.794426243
LPZ103313,256,subadult,M,Ca3,Ca1,DV,34.92,110.03,114.87,112.45,3,0.09112,9.02485,181.11515,0.411172166
LPZ103313,256,subadult,M,Ca3,Ca1,DV,34.92,110.03,114.87,112.45,4,0.12529,12.96566,159.77002,0.812233771
LPZ103313,256,subadult,M,Ca3,Ca1,DV,34.92,110.03,114.87,112.45,5,0.1152,11.06563,203.88879,0.637380288
LPZ103314,256,subadult,M,Ca7,Ca2,DV,19.01,93.27,95.21,94.24,1,0.07376,5.74716,109.40536,0.211955261
LPZ103315,256,subadult,M,Ca7,Ca2,DV,19.01,93.27,95.21,94.24,2,0.1162,5.67946,67.28645,0.329976626
LPZ103316,256,subadult,M,Ca7,Ca2,DV,19.01,93.27,95.21,94.24,3,0.10147,6.84876,114.02136,0.347471839
LPZ103317,256,subadult,M,Ca7,Ca2,DV,19.01,93.27,95.21,94.24,4,0.12878,5.8604,97.91021,0.377351156
LPZ103318,256,subadult,M,Ca7,Ca2,DV,19.01,93.27,95.21,94.24,5,0.07591,6.9016,173.50756,0.261950228
MNW16021,241,subadult,M,T9,T,DV,67.28,43.07,45.44,44.255,1,0.11413,5.97191,89.63316,0.340787044
MNW16021,241,subadult,M,T9,T,DV,67.28,43.07,45.44,44.255,2,0.20271,11.77103,149.78144,1.193052746
MNW16021,241,subadult,M,T9,T,DV,67.28,43.07,45.44,44.255,3,0.11525,15.40475,201.55195,0.887698719
MNW16021,241,subadult,M,T9,T,DV,67.28,43.07,45.44,44.255,4,0.12899,6.05801,93.72765,0.390711355
MNW16021,241,subadult,M,T9,T,DV,67.28,43.07,45.44,44.255,5,0.12853,4.56515,52.86712,0.293379365
MNW16021,241,subadult,M,L2,L,DV,50.15,114.97,115.53,115.25,1,0.08949,6.1205,127.29206,0.273861773
MNW16021,241,subadult,M,L2,L,DV,50.15,114.97,115.53,115.25,2,0.13983,5.57738,96.23597,0.389942523
MNW16021,241,subadult,M,L2,L,DV,50.15,114.97,115.53,115.25,3,0.08694,9.40843,173.96334,0.408984452
MNW16021,241,subadult,M,L2,L,DV,50.15,114.97,115.53,115.25,4,0.17995,5.33332,79.53229,0.479865467
MNW16021,241,subadult,M,L2,L,DV,50.15,114.97,115.53,115.25,5,0.09381,6.25927,106.04404,0.293591059
MNW16021,241,subadult,M,Ca3,Ca1,DV,39.91,97.98,98.87,98.425,1,0.11814,14.03495,190.14536,0.829044497
MNW16021,241,subadult,M,Ca3,Ca1,DV,39.91,97.98,98.87,98.425,2,0.14366,13.88521,172.53795,0.997374634
MNW16021,241,subadult,M,Ca3,Ca1,DV,39.91,97.98,98.87,98.425,3,0.15478,9.04515,109.77947,0.700004159
MNW16021,241,subadult,M,Ca3,Ca1,DV,39.91,97.98,98.87,98.425,4,0.10918,11.41029,199.00868,0.622887731
MNW16021,241,subadult,M,Ca3,Ca1,DV,39.91,97.98,98.87,98.425,5,0.11198,13.64486,166.86286,0.763975711
MNW16021,241,subadult,M,Ca7,Ca2,DV,17.22,78.9,72.52,75.71,1,0.13221,7.47926,112.58079,0.494416482
MNW16021,241,subadult,M,Ca7,Ca2,DV,17.22,78.9,72.52,75.71,2,0.09134,7.44238,126.61107,0.339893495
MNW16021,241,subadult,M,Ca7,Ca2,DV,17.22,78.9,72.52,75.71,3,0.13621,5.89678,67.74331,0.401600202
MNW16021,241,subadult,M,Ca7,Ca2,DV,17.22,78.9,72.52,75.71,4,0.10339,5.84054,95.13778,0.301926715
MNW16021,241,subadult,M,Ca7,Ca2,DV,17.22,78.9,72.52,75.71,5,0.11656,7.29771,93.72494,0.425310539
MEC15085,292,adult,F,T9,T,DV,60.38,45.7,45.2,45.45,1,0.09888,9.80302,197.79421,0.484661309
MEC15085,292,adult,F,T9,T,DV,60.38,45.7,45.2,45.45,2,0.1043,11.71669,187.40759,0.611025384
MEC15085,292,adult,F,T9,T,DV,60.38,45.7,45.2,45.45,3,0.13589,10.14519,134.11967,0.689314935
MEC15085,292,adult,F,T9,T,DV,60.38,45.7,45.2,45.45,4,0.14643,7.47418,101.61967,0.547222089
MEC15085,292,adult,F,L2,L,DV,45.31,137.19,140.1,138.645,1,0.20852,14.1993,144.37967,1.480419018
MEC15085,292,adult,F,L2,L,DV,45.31,137.19,140.1,138.645,2,0.29251,9.53964,66.19439,1.395220048
MEC15085,292,adult,F,L2,L,DV,45.31,137.19,140.1,138.645,3,0.34776,12.00673,118.67155,2.087730212
MEC15085,292,adult,F,L2,L,DV,45.31,137.19,140.1,138.645,4,0.24009,11.92064,137.72605,1.431013229
MEC15085,292,adult,F,L2,L,DV,45.31,137.19,140.1,138.645,5,0.53799,15.88008,103.40292,4.27166212
MEC15085,292,adult,F,Ca3,Ca1,DV,30.92,120.35,122.41,121.38,1,0.16953,5.72047,69.58404,0.48489564
MEC15085,292,adult,F,Ca3,Ca1,DV,30.92,120.35,122.41,121.38,2,0.16138,4.48732,53.39328,0.362081851
MEC15085,292,adult,F,Ca3,Ca1,DV,30.92,120.35,122.41,121.38,3,0.07556,4.70799,108.29973,0.177867862
MEC15085,292,adult,F,Ca3,Ca1,DV,30.92,120.35,122.41,121.38,4,0.15989,5.83796,75.24237,0.466715712
MEC15085,292,adult,F,Ca3,Ca1,DV,30.92,120.35,122.41,121.38,5,0.1349,6.19733,68.51738,0.418009909
MEC15085,292,adult,F,Ca7,Ca2,DV,25.45,86.22,89.4,87.81,1,0.11962,8.19447,101.08472,0.490111251
MEC15085,292,adult,F,Ca7,Ca2,DV,25.45,86.22,89.4,87.81,2,0.17005,5.99856,64.85681,0.510027564
MEC15085,292,adult,F,Ca7,Ca2,DV,25.45,86.22,89.4,87.81,3,0.11862,3.62621,71.19883,0.215070515
MEC15085,292,adult,F,Ca7,Ca2,DV,25.45,86.22,89.4,87.81,4,0.12175,5.45133,81.05758,0.331849714
MEC15085,292,adult,F,Ca7,Ca2,DV,25.45,86.22,89.4,87.81,5,0.11374,10.4364,160.54776,0.593518068
MNW16016,310,adult,M,T9,T,DV,66.96,63.81,61.79,62.8,1,0.06159,4.93585,145.58129,0.151999501
MNW16016,310,adult,M,T9,T,DV,66.96,63.81,61.79,62.8,2,0.06872,7.51373,222.34519,0.258171763
MNW16016,310,adult,M,T9,T,DV,66.96,63.81,61.79,62.8,3,0.066667,5.50463,150.81317,0.183488584
MNW16016,310,adult,M,T9,T,DV,66.96,63.81,61.79,62.8,4,0.08304,8.07544,175.25323,0.335292269
MNW16016,310,adult,M,T9,T,DV,66.96,63.81,61.79,62.8,5,0.12071,11.28037,207.80997,0.680826731
MNW16016,310,adult,M,L2,L,DV,44.64,151.43,152.51,151.97,1,0.07364,3.54872,77.76652,0.13066387
MNW16016,310,adult,M,L2,L,DV,44.64,151.43,152.51,151.97,2,0.10899,8.46681,121.67383,0.461398811
MNW16016,310,adult,M,L2,L,DV,44.64,151.43,152.51,151.97,3,0.10108,8.12193,160.92323,0.410482342
MNW16016,310,adult,M,L2,L,DV,44.64,151.43,152.51,151.97,4,0.11028,6.88839,105.60476,0.379825825
MNW16016,310,adult,M,L2,L,DV,44.64,151.43,152.51,151.97,5,0.12429,5.06642,55.84615,0.314852671
MNW16016,310,adult,M,Ca3,Ca1,DV,31.53,129.87,122.54,126.205,1,0.10248,9.66717,149.26157,0.495345791
MNW16016,310,adult,M,Ca3,Ca1,DV,31.53,129.87,122.54,126.205,2,0.12829,13.47439,155.65284,0.864314747
MNW16016,310,adult,M,Ca3,Ca1,DV,31.53,129.87,122.54,126.205,3,0.08346,10.38782,196.89343,0.433483729
MNW16016,310,adult,M,Ca3,Ca1,DV,31.53,129.87,122.54,126.205,4,0.12348,11.67866,188.97135,0.721040468
MNW16016,310,adult,M,Ca7,Ca2,DV,19.52,120.53,128.29,124.41,1,0.19305,5.84454,54.07139,0.564144224
MNW16016,310,adult,M,Ca7,Ca2,DV,19.52,120.53,128.29,124.41,2,0.15568,7.9784,98.0408,0.621038656
MNW16016,310,adult,M,Ca7,Ca2,DV,19.52,120.53,128.29,124.41,3,0.15207,7.13375,98.14615,0.542414681
MNW16016,310,adult,M,Ca7,Ca2,DV,19.52,120.53,128.29,124.41,4,0.10796,6.96234,90.70399,0.375827113
MNW16016,310,adult,M,Ca7,Ca2,DV,19.52,120.53,128.29,124.41,5,0.10987,7.493,125.00689,0.411627955
MSE16016,308,adult,M,T9,T,DV,54.69,55.55,57.66,56.605,1,0.0706,13.06053,290.2679,0.461036709
MSE16016,308,adult,M,T9,T,DV,54.69,55.55,57.66,56.605,2,0.09435,16.48372,282.37597,0.777619491
MSE16016,308,adult,M,T9,T,DV,54.69,55.55,57.66,56.605,3,0.1129,15.32627,231.73614,0.865167942
MSE16016,308,adult,M,T9,T,DV,54.69,55.55,57.66,56.605,4,0.1129,14.20145,249.85833,0.801671853
MSE16016,308,adult,M,T9,T,DV,54.69,55.55,57.66,56.605,5,0.11174,14.53109,183.98385,0.811851998
MSE16016,308,adult,M,L2,L,DV,52.23,167.22,164.9,166.06,1,0.14816,5.79281,78.9364,0.429131365
MSE16016,308,adult,M,L2,L,DV,52.23,167.22,164.9,166.06,2,0.14606,6.30496,74.67379,0.460451229
MSE16016,308,adult,M,L2,L,DV,52.23,167.22,164.9,166.06,3,0.11353,7.04854,132.61835,0.400110373
MSE16016,308,adult,M,L2,L,DV,52.23,167.22,164.9,166.06,4,0.12628,5.89986,75.83056,0.37251716
MSE16016,308,adult,M,L2,L,DV,52.23,167.22,164.9,166.06,5,0.13095,6.6926,93.97152,0.438197985
MSE16016,308,adult,M,L2,L,ML,52.23,167.22,164.9,166.06,1,0.12544,5.86959,125.74258,0.368140685
MSE16016,308,adult,M,Ca3,Ca1,DV,35.6,118.46,113.54,116,1,0.11938,7.29975,103.25658,0.435722078
MSE16016,308,adult,M,Ca3,Ca1,DV,35.6,118.46,113.54,116,2,0.16067,8.29733,92.22125,0.666566006
MSE16016,308,adult,M,Ca3,Ca1,DV,35.6,118.46,113.54,116,3,0.09231,6.05354,109.286,0.279401139
MSE16016,308,adult,M,Ca3,Ca1,DV,35.6,118.46,113.54,116,4,0.19593,8.53265,73.47764,0.835901057
MSE16016,308,adult,M,Ca3,Ca1,DV,35.6,118.46,113.54,116,5,0.14628,9.59907,108.87414,0.70207598
MSE16016,308,adult,M,Ca7,Ca2,DV,15.75,82.02,96.49,89.255,1,0.12342,5.24124,63.40946,0.32343692
MSE16016,308,adult,M,Ca7,Ca2,DV,15.75,82.02,96.49,89.255,2,0.09673,6.62739,120.59024,0.320533717
MSE16016,308,adult,M,Ca7,Ca2,DV,15.75,82.02,96.49,89.255,3,0.08284,6.3568,142.89553,0.263298656
MSE16016,308,adult,M,Ca7,Ca2,DV,15.75,82.02,96.49,89.255,4,0.13025,5.32415,66.40893,0.346735269
MSE16016,308,adult,M,Ca7,Ca2,DV,15.75,82.02,96.49,89.255,5,0.10677,5.58045,94.62525,0.297912323
MSW16020,287,adult,M,T9,T,DV,54.22,33.32,35.41,34.365,1,0.09676,10.34158,160.13268,0.50032564
MSW16020,287,adult,M,T9,T,DV,54.22,33.32,35.41,34.365,2,0.12533,11.30001,138.79219,0.708115127
MSW16020,287,adult,M,T9,T,DV,54.22,33.32,35.41,34.365,3,0.13333,10.46939,123.86736,0.697941884
MSW16020,287,adult,M,T9,T,DV,54.22,33.32,35.41,34.365,4,0.15433,9.13721,144.58599,0.70507281
MSW16020,287,adult,M,T9,T,DV,54.22,33.32,35.41,34.365,5,0.12933,8.48893,83.08071,0.548936658
MSW16020,287,adult,M,L2,L,DV,65.37,143.5,140,141.75,1,0.132,6.57676,74.46073,0.43406616
MSW16020,287,adult,M,L2,L,DV,65.37,143.5,140,141.75,2,0.22867,8.21536,103.2638,0.939303186
MSW16020,287,adult,M,L2,L,DV,65.37,143.5,140,141.75,3,0.10712,8.9722,130.61837,0.480551032
MSW16020,287,adult,M,L2,L,DV,65.37,143.5,140,141.75,4,0.20542,6.33908,50.61076,0.651086907
MSW16020,287,adult,M,L2,L,DV,65.37,143.5,140,141.75,5,0.13732,9.83009,154.75772,0.674933979
MSW16020,287,adult,M,Ca3,Ca1,DV,35.73,122.5,115,118.75,1,0.07694,8.32728,183.81268,0.320350462
MSW16020,287,adult,M,Ca3,Ca1,DV,35.73,122.5,115,118.75,2,0.11647,10.48862,160.25921,0.610804786
MSW16020,287,adult,M,Ca3,Ca1,DV,35.73,122.5,115,118.75,3,0.13603,9.82402,107.63059,0.66818072
MSW16020,287,adult,M,Ca3,Ca1,DV,35.73,122.5,115,118.75,4,0.09551,11.17534,230.21636,0.533678362
MSW16020,287,adult,M,Ca3,Ca1,DV,35.73,122.5,115,118.75,5,0.14484,12.59024,187.28983,0.911785181
MSW16020,287,adult,M,Ca7,Ca2,DV,19.31,103,103,103,1,0.1089,6.4359,87.53283,0.350434755
MSW16020,287,adult,M,Ca7,Ca2,DV,19.31,103,103,103,2,0.14004,8.9832,96.43321,0.629003664
MSW16020,287,adult,M,Ca7,Ca2,DV,19.31,103,103,103,3,0.11282,5.74344,67.56553,0.32398745
MSW16020,287,adult,M,Ca7,Ca2,DV,19.31,103,103,103,4,0.09787,7.30098,118.01624,0.357273456
MSW16020,287,adult,M,Ca7,Ca2,DV,19.31,103,103,103,5,0.1427,8.16839,91.06446,0.582814627
MSW15072,308,adult,F,T9,T,DV,38.15,45,42.9,43.95,1,0.07358,12.75422,271.91959,0.469227754
MSW15072,308,adult,F,T9,T,DV,38.15,45,42.9,43.95,2,0.08668,10.21865,222.70865,0.442876291
MSW15072,308,adult,F,T9,T,DV,38.15,45,42.9,43.95,3,0.14024,12.22908,208.76885,0.85750309
MSW15072,308,adult,F,T9,T,DV,38.15,45,42.9,43.95,4,0.08459,9.50727,190.20257,0.402109985
MSW15072,308,adult,F,T9,T,DV,38.15,45,42.9,43.95,5,0.05624,10.43705,191.88418,0.293489846
MSW15072,308,adult,F,L2,L,DV,46.98,170,185,177.5,1,0.12821,16.22391,184.35726,1.040033751
MSW15072,308,adult,F,L2,L,DV,46.98,170,185,177.5,2,0.1256,14.37704,203.73452,0.902878112
MSW15072,308,adult,F,L2,L,DV,46.98,170,185,177.5,3,0.11059,12.4127,192.94672,0.686360247
MSW15072,308,adult,F,L2,L,DV,46.98,170,185,177.5,4,0.11329,12.6629,215.79926,0.717289971
MSW15072,308,adult,F,L2,L,DV,46.98,170,185,177.5,5,0.1058,10.96914,167.59175,0.580267506
MSW15072,308,adult,F,Ca3,Ca1,DV,32.87,151.5,148,149.75,1,0.11844,10.79752,152.11754,0.639429134
MSW15072,308,adult,F,Ca3,Ca1,DV,32.87,151.5,148,149.75,2,0.09159,12.84221,215.71879,0.588109007
MSW15072,308,adult,F,Ca3,Ca1,DV,32.87,151.5,148,149.75,3,0.11163,16.07701,327.80256,0.897338313
MSW15072,308,adult,F,Ca3,Ca1,DV,32.87,151.5,148,149.75,4,0.08485,11.87859,247.24897,0.503949181
MSW15072,308,adult,F,Ca3,Ca1,DV,32.87,151.5,148,149.75,5,0.16623,15.04484,147.60576,1.250451877
MSW15072,308,adult,F,Ca7,Ca2,DV,24.32,122.62,128.84,125.73,1,0.09337,9.29584,163.0627,0.43397629
MSW15072,308,adult,F,Ca7,Ca2,DV,24.32,122.62,128.84,125.73,2,0.19142,12.86052,116.30125,1.230880369
MSW15072,308,adult,F,Ca7,Ca2,DV,24.32,122.62,128.84,125.73,3,0.11658,11.02431,169.2424,0.64260703
MSW15072,308,adult,F,Ca7,Ca2,DV,24.32,122.62,128.84,125.73,4,0.14571,5.94609,77.42703,0.433202387
MSW15072,308,adult,F,Ca7,Ca2,DV,24.32,122.62,128.84,125.73,5,0.11748,10.9982,162.18979,0.646034268
MNW16017,98,perinatal,M,T10,T,ML,22.22,10.96,10.21,10.585,1,0.13662,4.88484,72.77064,0.33368342
MNW16017,98,perinatal,M,Ca4,Ca1,ML,10.86,27.32,27.24,27.28,1,0.14101,5.55827,66.53401,0.391885826
MNW16017,98,perinatal,M,Ca8,Ca2,ML,7.26,38.42,38.18,38.3,1,0.21396,5.02576,36.28123,0.537655805
MNW16030,,perinatal,M,T10,T,ML,,15.05,16.69,15.87,1,0.10343,6.39273,99.59693,0.330600032
MNW16030,,perinatal,M,L2,L,ML,23.81,29,34.92,31.96,1,0.19358,3.75155,27.44104,0.363112525
MNW16030,,perinatal,M,Ca4,Ca1,ML,14.5,28.65 D,35.91,35.91,1,0.07453,5.76457,159.04881,0.214816701
MNW16030,,perinatal,M,Ca8,Ca2,ML,6.76,27.61,25.64,26.265,1,0.27301,5.86076,48.13561,0.800023044
MSW16058,119,perinatal,M,T10,T,ML,28.52,11.53,12.96,12.245,1,0.26683,4.13953,33.83253,0.552275395
MSW16058,119,perinatal,M,Ca4,Ca1,ML,15.04,30.63,25.64 D,28.135,1,0.13877,6.34736,75.68642,0.440411574
MSW16058,119,perinatal,M,Ca8,Ca2,ML,6.48,33.95,33.11,33.53,1,0.1531,9.61187,123.75098,0.735788649
MEC16038,113,perinatal,F,T10,T,ML,31.71,18.73,17.04,17.885,1,0.17499,5.07619,61.0041,0.444141244
MEC16038,113,perinatal,F,Ca4,Ca1,ML,19.91,39.93,42.02,40.975,1,0.12786,4.54529,58.34086,0.29058039
MEC16038,113,perinatal,F,Ca8,Ca2,ML,16.97,38.58,32.02,35.3,1,0.1672,5.68805,60.43421,0.47552098
MEC16048,130,perinatal,F,T10,T,ML,25.53,14.26,15.89,15.075,1,0.06381,2.72549,62.76333,0.086956758
MEC16048,130,perinatal,F,Ca4,Ca1,ML,15.35,36.52,30.34,33.43,1,0.12237,4.14073,62.0875,0.253350565
MEC16048,130,perinatal,F,Ca8,Ca2,ML,16.02,32.69,31.14,31.915,1,0.12782,4.98888,91.29348,0.318839321
MSW16028,192,calf,F,T10,T,ML,54.01,23.18,20.7,21.94,1,0.16547,4.5907,42.54474,0.379811565
MSW16028,192,calf,F,T10,T,ML,54.01,23.18,20.7,21.94,3,0.13283,6.1606,87.67526,0.409156249
MSW16028,192,calf,F,T10,T,ML,54.01,23.18,20.7,21.94,4,0.25595,3.88504,35.01817,0.497187994
MSW16028,192,calf,F,T10,T,ML,54.01,23.18,20.7,21.94,5,0.09389,3.31773,49.14273,0.155750835
MSW16028,192,calf,F,T10,T,ML,54.01,23.18,20.7,21.94,1,0.16547,4.5907,42.544,0.379811565
MSW16028,192,calf,F,T10,T,ML,54.01,23.18,20.7,21.94,2,0.13283,6.1606,87.675,0.409156249
MSW16028,192,calf,F,T10,T,ML,54.01,23.18,20.7,21.94,3,0.25595,3.88054,35.018,0.496612107
MSW16028,192,calf,F,T10,T,ML,54.01,23.18,20.7,21.94,5,0.09389,3.31773,49.142,0.155750835
MSW16028,192,calf,F,L2,L,ML,35.72,89.5,83,86.25,1,0.08023,7.02821,133.59168,0.281936644
MSW16028,192,calf,F,L2,L,ML,35.72,89.5,83,86.25,2,0.07156,3.50305,78.13655,0.125339129
MSW16028,192,calf,F,L2,L,ML,35.72,89.5,83,86.25,3,0.09865,5.2989,137.42349,0.261368243
MSW16028,192,calf,F,L2,L,ML,35.72,89.5,83,86.25,4,0.12353,5.10096,71.4308,0.315060794
MSW16028,192,calf,F,Ca4,Ca1,ML,32.25,76.5,63.28,69.89,1,0.0795,4.40644,86.54796,0.17515599
MSW16028,192,calf,F,Ca4,Ca1,ML,32.25,76.5,63.28,69.89,2,0.06225,6.51528,158.41791,0.20278809
